bmi_bias,spatial_sinr_db,respiration_rmse_bpm,heart_rmse_bpm,sinr_loss_vs_unbiased_db
-8.0,6.255148548354082,0.04740847871289142,0.14742347498264774,2.410131168264771
-4.0,7.75433781884894,0.054303213291373074,0.11360747255559434,0.9109418977699129
0.0,8.665279716618853,0.047801724413099086,0.09413584514000609,0.0
4.0,8.107629993227976,0.050185405695964094,0.11493547834195657,0.5576497233908775
8.0,7.291919726289978,0.06640295898458896,5.891439412427572,1.3733599903288747
