study,method,bmi,trial,snr_db,respiration_true_bpm,respiration_est_bpm,respiration_abs_error_bpm,heart_true_bpm,heart_est_bpm,heart_abs_error_bpm,spatial_sinr_db
snr,No intelligent surface,18.0,0.0,-10.0,13.967883734059752,9.989171190357496,3.9787125437022564,68.41090083960857,49.833680572373616,18.577220267234956,-7.598023842764945
snr,Digital MVDR array (BMI-adaptive),18.0,0.0,-10.0,13.967883734059752,6.264236798923595,7.703646935136157,68.41090083960857,60.3757210266945,8.035179812914073,9.037980515055072
snr,1-layer RIS (BMI-adaptive),18.0,0.0,-10.0,13.967883734059752,4.675791433179357,9.292092300880395,68.41090083960857,51.65968129682492,16.75121954278365,5.394905198877255
snr,3-layer SIM (universal),18.0,0.0,-10.0,13.967883734059752,5.92534396633908,8.042539767720672,68.41090083960857,62.45299964256163,5.957901197046944,7.902339122580447
snr,3-layer SIM (BMI-adaptive),18.0,0.0,-10.0,13.967883734059752,8.725005474864027,5.2428782591957255,68.41090083960857,64.04860363161363,4.362297207994942,9.218706536756887
snr,No intelligent surface,18.0,1.0,-10.0,18.75874237290061,13.155085716340919,5.603656656559691,93.00198738883023,60.557849030019526,32.444138358810704,-7.597743121222939
snr,Digital MVDR array (BMI-adaptive),18.0,1.0,-10.0,18.75874237290061,9.785799272168413,8.972943100732197,93.00198738883023,60.563915429391464,32.438071959438766,8.983803672617372
snr,1-layer RIS (BMI-adaptive),18.0,1.0,-10.0,18.75874237290061,11.488001284980863,7.270741087919747,93.00198738883023,54.45001446716158,38.55197292166865,5.143927369457895
snr,3-layer SIM (universal),18.0,1.0,-10.0,18.75874237290061,4.724440885523945,14.034301487376664,93.00198738883023,51.13777858508479,41.86420880374544,7.57407593741216
snr,3-layer SIM (BMI-adaptive),18.0,1.0,-10.0,18.75874237290061,7.521594744980427,11.237147627920184,93.00198738883023,62.33841228341983,30.663575105410402,8.844527053557945
snr,No intelligent surface,18.0,2.0,-10.0,16.807991843047045,6.0515015253831725,10.756490317663872,71.24956222474773,56.27220069308864,14.977361531659092,-7.597766486668638
snr,Digital MVDR array (BMI-adaptive),18.0,2.0,-10.0,16.807991843047045,7.048624899742603,9.759366943304443,71.24956222474773,62.32812649477585,8.921435729971883,8.800194734582059
snr,1-layer RIS (BMI-adaptive),18.0,2.0,-10.0,16.807991843047045,3.560449480290404,13.24754236275664,71.24956222474773,60.098548786751884,11.15101343799585,5.086697882743603
snr,3-layer SIM (universal),18.0,2.0,-10.0,16.807991843047045,6.37828919187514,10.429702651171905,71.24956222474773,61.47595842792672,9.773603796821014,7.09666480848038
snr,3-layer SIM (BMI-adaptive),18.0,2.0,-10.0,16.807991843047045,5.318953914402403,11.489037928644642,71.24956222474773,52.035015407658285,19.21454681708945,8.575886408769515
snr,No intelligent surface,18.0,3.0,-10.0,14.550522338076934,4.267656043581974,10.28286629449496,70.72396348346656,69.49820382185148,1.2257596616150863,-7.597824418135623
snr,Digital MVDR array (BMI-adaptive),18.0,3.0,-10.0,14.550522338076934,8.842833268448933,5.707689069628001,70.72396348346656,48.63857901607563,22.08538446739093,9.117824559735778
snr,1-layer RIS (BMI-adaptive),18.0,3.0,-10.0,14.550522338076934,6.531276777389254,8.01924556068768,70.72396348346656,47.71983986034283,23.004123623123732,5.4328196908147515
snr,3-layer SIM (universal),18.0,3.0,-10.0,14.550522338076934,6.769381688521429,7.781140649555505,70.72396348346656,48.212190355513215,22.511773127953347,7.668388903904518
snr,3-layer SIM (BMI-adaptive),18.0,3.0,-10.0,14.550522338076934,4.7099105020387295,9.840611836038205,70.72396348346656,62.82165304268461,7.902310440781953,9.077251556628886
snr,No intelligent surface,18.0,4.0,-10.0,21.072243560614396,7.106144992907836,13.96609856770656,67.222697276503,81.01011887590637,13.787421599403373,-7.597774760668898
snr,Digital MVDR array (BMI-adaptive),18.0,4.0,-10.0,21.072243560614396,-3.1027869100380756,24.175030470652473,67.222697276503,61.009961986456204,6.212735290046794,8.678035849314291
snr,1-layer RIS (BMI-adaptive),18.0,4.0,-10.0,21.072243560614396,10.055220345475616,11.01702321513878,67.222697276503,71.21644075825326,3.9937434817502577,4.976693152014047
snr,3-layer SIM (universal),18.0,4.0,-10.0,21.072243560614396,9.037192677366233,12.035050883248163,67.222697276503,51.678668392733414,15.544028883769585,6.899771740797872
snr,3-layer SIM (BMI-adaptive),18.0,4.0,-10.0,21.072243560614396,7.728688558576542,13.343555002037853,67.222697276503,59.207919765238024,8.014777511264974,8.416630793195123
snr,No intelligent surface,18.0,5.0,-10.0,18.309244019288684,4.883523387483521,13.425720631805163,68.77580637385239,58.29807309258095,10.47773328127144,-7.597951305521624
snr,Digital MVDR array (BMI-adaptive),18.0,5.0,-10.0,18.309244019288684,5.000585118434632,13.308658900854052,68.77580637385239,46.824732400019826,21.951073973832564,8.857459763535541
snr,1-layer RIS (BMI-adaptive),18.0,5.0,-10.0,18.309244019288684,16.977645155224224,1.3315988640644605,68.77580637385239,47.431298710718906,21.344507663133484,5.38742081923771
snr,3-layer SIM (universal),18.0,5.0,-10.0,18.309244019288684,5.027415198526744,13.281828820761941,68.77580637385239,63.43103042423391,5.34477594961848,7.210126269036198
snr,3-layer SIM (BMI-adaptive),18.0,5.0,-10.0,18.309244019288684,3.054248455426179,15.254995563862504,68.77580637385239,54.04690387254038,14.728902501312007,8.835156748861202
snr,No intelligent surface,18.0,6.0,-10.0,25.061537171786203,2.0171131210006528,23.04442405078555,63.358069887542904,58.964287671536844,4.393782216006059,-7.5980429172463175
snr,Digital MVDR array (BMI-adaptive),18.0,6.0,-10.0,25.061537171786203,9.790107042888309,15.271430128897894,63.358069887542904,55.04199937647171,8.316070511071196,9.027264460163952
snr,1-layer RIS (BMI-adaptive),18.0,6.0,-10.0,25.061537171786203,7.8944556509049955,17.167081520881208,63.358069887542904,49.85755526147801,13.500514626064891,5.198199968304752
snr,3-layer SIM (universal),18.0,6.0,-10.0,25.061537171786203,9.793465103072188,15.268072068714014,63.358069887542904,81.58907540393848,18.231005516395577,8.153188610018052
snr,3-layer SIM (BMI-adaptive),18.0,6.0,-10.0,25.061537171786203,11.256198586386688,13.805338585399515,63.358069887542904,51.316220954010205,12.041848933532698,9.291146780410246
snr,No intelligent surface,18.0,7.0,-10.0,16.60964879989673,5.08686019270678,11.522788607189948,70.42347101545967,55.436369221200806,14.987101794258862,-7.5978102852684675
snr,Digital MVDR array (BMI-adaptive),18.0,7.0,-10.0,16.60964879989673,7.429852768038915,9.179796031857814,70.42347101545967,51.00139260142393,19.422078414035738,9.191086493695694
snr,1-layer RIS (BMI-adaptive),18.0,7.0,-10.0,16.60964879989673,10.05743288513683,6.552215914759898,70.42347101545967,73.42012681037801,2.9966557949183397,5.445594497253435
snr,3-layer SIM (universal),18.0,7.0,-10.0,16.60964879989673,6.378082191200779,10.23156660869595,70.42347101545967,51.1774456002654,19.246025415194268,7.8444310951926
snr,3-layer SIM (BMI-adaptive),18.0,7.0,-10.0,16.60964879989673,9.908697158979336,6.700951640917392,70.42347101545967,47.606503238046876,22.816967777412792,9.177044472741526
snr,No intelligent surface,18.0,8.0,-10.0,22.816548305349297,6.811521423795934,16.005026881553363,88.50372583343945,70.74068682978135,17.763039003658093,-7.598063426325953
snr,Digital MVDR array (BMI-adaptive),18.0,8.0,-10.0,22.816548305349297,7.597513084588602,15.219035220760695,88.50372583343945,61.22611624866392,27.277609584775526,8.818896914436726
snr,1-layer RIS (BMI-adaptive),18.0,8.0,-10.0,22.816548305349297,9.043351901216074,13.773196404133223,88.50372583343945,46.46615232520935,42.037573508230096,5.391018262749723
snr,3-layer SIM (universal),18.0,8.0,-10.0,22.816548305349297,5.156785278469321,17.659763026879975,88.50372583343945,73.98984958858752,14.513876244851929,7.353425370663997
snr,3-layer SIM (BMI-adaptive),18.0,8.0,-10.0,22.816548305349297,4.124045939146385,18.692502366202913,88.50372583343945,46.66554973072872,41.838176102710726,8.919523657382506
snr,No intelligent surface,18.0,9.0,-10.0,19.237609366215413,7.496551831102049,11.741057535113363,86.19880909504789,50.54456033176493,35.654248763282965,-7.598183097223448
snr,Digital MVDR array (BMI-adaptive),18.0,9.0,-10.0,19.237609366215413,13.313136122923083,5.924473243292329,86.19880909504789,57.81420975090738,28.38459934414051,8.726274182848266
snr,1-layer RIS (BMI-adaptive),18.0,9.0,-10.0,19.237609366215413,8.667262617091536,10.570346749123877,86.19880909504789,51.397197133068374,34.80161196197952,5.273650244578125
snr,3-layer SIM (universal),18.0,9.0,-10.0,19.237609366215413,12.882698782248237,6.354910583967175,86.19880909504789,55.31529291455612,30.883516180491775,7.51945959581214
snr,3-layer SIM (BMI-adaptive),18.0,9.0,-10.0,19.237609366215413,5.959404833323977,13.278204532891436,86.19880909504789,51.42765156490564,34.771157530142254,8.9600392782435
snr,No intelligent surface,18.0,10.0,-10.0,21.80770401355853,5.953994062312235,15.853709951246296,76.27461545358948,55.49391975739924,20.780695696190236,-7.598234026080224
snr,Digital MVDR array (BMI-adaptive),18.0,10.0,-10.0,21.80770401355853,6.702618894564818,15.105085118993713,76.27461545358948,68.06665799423605,8.207957459353423,8.534412149321613
snr,1-layer RIS (BMI-adaptive),18.0,10.0,-10.0,21.80770401355853,3.8122409405759723,17.99546307298256,76.27461545358948,70.64619351316959,5.628421940419884,5.249349609740599
snr,3-layer SIM (universal),18.0,10.0,-10.0,21.80770401355853,8.716713041743397,13.090990971815135,76.27461545358948,53.670219183123386,22.60439627046609,7.106067979814357
snr,3-layer SIM (BMI-adaptive),18.0,10.0,-10.0,21.80770401355853,7.609732952115302,14.19797106144323,76.27461545358948,69.96914536314922,6.305470090440252,8.730014074282499
snr,No intelligent surface,18.0,11.0,-10.0,15.049653222267512,15.343641036122529,0.2939878138550167,74.55965557306135,68.55163595833609,6.0080196147252565,-7.597747600966194
snr,Digital MVDR array (BMI-adaptive),18.0,11.0,-10.0,15.049653222267512,16.21052510284506,1.1608718805775489,74.55965557306135,67.12509485115477,7.434560721906578,8.786812451561772
snr,1-layer RIS (BMI-adaptive),18.0,11.0,-10.0,15.049653222267512,9.425583690998636,5.624069531268876,74.55965557306135,68.60622586148428,5.953429711577073,5.020339867120651
snr,3-layer SIM (universal),18.0,11.0,-10.0,15.049653222267512,6.576081455398033,8.47357176686948,74.55965557306135,51.13522489043572,23.424430682625626,7.136831577018199
snr,3-layer SIM (BMI-adaptive),18.0,11.0,-10.0,15.049653222267512,7.748412087476963,7.3012411347905495,74.55965557306135,49.02044990916419,25.539205663897157,8.547843592908082
