study,method,bmi,trial,snr_db,respiration_true_bpm,respiration_est_bpm,respiration_abs_error_bpm,heart_true_bpm,heart_est_bpm,heart_abs_error_bpm,spatial_sinr_db
bmi_mismatch,BMI bias -8,22.0,0.0,8.0,11.740362403634913,11.69183633827762,0.048526065357293646,91.3118296690609,91.42904485418511,0.11721518512420914,5.322575846438847
bmi_mismatch,BMI bias -4,22.0,0.0,8.0,11.740362403634913,11.69183633827762,0.048526065357293646,91.3118296690609,91.42904485418511,0.11721518512420914,5.322575846438847
bmi_mismatch,BMI bias +0,22.0,0.0,8.0,11.740362403634913,11.695662275156147,0.04470012847876603,91.3118296690609,91.31413968516547,0.002310016104573265,6.429056654718045
bmi_mismatch,BMI bias +4,22.0,0.0,8.0,11.740362403634913,11.703706591603906,0.03665581203100743,91.3118296690609,91.08330067092868,0.22852899813221939,5.2813509098486024
bmi_mismatch,BMI bias +8,22.0,0.0,8.0,11.740362403634913,11.705376539303037,0.034985864331876115,91.3118296690609,91.08715037673542,0.2246792923254759,3.8879769258483794
bmi_mismatch,BMI bias -8,22.0,1.0,8.0,23.597284053492356,23.54987146755367,0.04741258593868736,94.4936807233454,94.53583455820775,0.04215383486234714,4.807391908996225
bmi_mismatch,BMI bias -4,22.0,1.0,8.0,23.597284053492356,23.54987146755367,0.04741258593868736,94.4936807233454,94.53583455820775,0.04215383486234714,4.807391908996225
bmi_mismatch,BMI bias +0,22.0,1.0,8.0,23.597284053492356,23.539200226437014,0.05808382705534143,94.4936807233454,94.54560882599274,0.05192810264733794,6.3045373728027005
bmi_mismatch,BMI bias +4,22.0,1.0,8.0,23.597284053492356,23.555069917049476,0.042214136442879635,94.4936807233454,94.39353344016895,0.1001472831764545,4.765357424773499
bmi_mismatch,BMI bias +8,22.0,1.0,8.0,23.597284053492356,23.65322076067239,0.05593670718003452,94.4936807233454,45.83365233083222,48.66002839251318,3.0448712779757385
bmi_mismatch,BMI bias -8,22.0,2.0,8.0,13.332404900697252,13.423050489625151,0.09064558892789876,85.78535892558976,85.6389249451976,0.14643398039216038,2.780705497852064
bmi_mismatch,BMI bias -4,22.0,2.0,8.0,13.332404900697252,13.423050489625151,0.09064558892789876,85.78535892558976,85.6389249451976,0.14643398039216038,2.780705497852064
bmi_mismatch,BMI bias +0,22.0,2.0,8.0,13.332404900697252,13.277144159836356,0.05526074086089672,85.78535892558976,85.76975291370864,0.01560601188111832,4.166007295751244
bmi_mismatch,BMI bias +4,22.0,2.0,8.0,13.332404900697252,13.220484244926807,0.11192065577044552,85.78535892558976,86.11529242697274,0.32993350138298183,3.0987623330085388
bmi_mismatch,BMI bias +8,22.0,2.0,8.0,13.332404900697252,13.106470603656472,0.22593429704078005,85.78535892558976,48.16366600693164,37.62169291865812,0.9893533696776496
bmi_mismatch,BMI bias -8,22.0,3.0,8.0,16.625519992398242,16.56364849562965,0.06187149676859249,57.47303656404165,57.597482525733405,0.12444596169175526,5.462781142370858
bmi_mismatch,BMI bias -4,22.0,3.0,8.0,16.625519992398242,16.56364849562965,0.06187149676859249,57.47303656404165,57.597482525733405,0.12444596169175526,5.462781142370858
bmi_mismatch,BMI bias +0,22.0,3.0,8.0,16.625519992398242,16.563562644657644,0.06195734774059858,57.47303656404165,57.468957056717585,0.00407950732406448,6.340100611540541
bmi_mismatch,BMI bias +4,22.0,3.0,8.0,16.625519992398242,16.580840132936963,0.04467985946127939,57.47303656404165,57.454458869161364,0.018577694880285378,5.294930498807304
bmi_mismatch,BMI bias +8,22.0,3.0,8.0,16.625519992398242,16.585497431626333,0.040022560771909355,57.47303656404165,57.4834672699221,0.010430705880452251,4.343573338474717
bmi_mismatch,BMI bias -8,22.0,4.0,8.0,23.117499108977363,23.08388747647819,0.03361163249917354,70.50148672201932,70.75881929845895,0.25733257643962304,4.902839790704552
bmi_mismatch,BMI bias -4,22.0,4.0,8.0,23.117499108977363,23.08388747647819,0.03361163249917354,70.50148672201932,70.75881929845895,0.25733257643962304,4.902839790704552
bmi_mismatch,BMI bias +0,22.0,4.0,8.0,23.117499108977363,23.076643422974918,0.04085568600244471,70.50148672201932,70.72443185218121,0.22294513016188944,6.463224292013061
bmi_mismatch,BMI bias +4,22.0,4.0,8.0,23.117499108977363,23.057045512817588,0.06045359615977475,70.50148672201932,70.53689474737683,0.035408025357511974,4.927031964294476
bmi_mismatch,BMI bias +8,22.0,4.0,8.0,23.117499108977363,23.175467557267954,0.05796844829059111,70.50148672201932,70.37802788323609,0.12345883878323605,2.9455951285727258
bmi_mismatch,BMI bias -8,22.0,5.0,8.0,21.00815813577817,20.96846115522916,0.039696980549010163,80.40865061898498,80.21979738715106,0.18885323183391733,5.068847475443801
bmi_mismatch,BMI bias -4,22.0,5.0,8.0,21.00815813577817,20.96846115522916,0.039696980549010163,80.40865061898498,80.21979738715106,0.18885323183391733,5.068847475443801
bmi_mismatch,BMI bias +0,22.0,5.0,8.0,21.00815813577817,20.961029743308966,0.04712839246920453,80.40865061898498,80.4112445622658,0.0025939432808144147,6.411712666435518
