method,bmi,trial,snr_db,respiration_true_bpm,respiration_est_bpm,respiration_abs_error_bpm,heart_true_bpm,heart_est_bpm,heart_abs_error_bpm,spatial_sinr_db
1-layer RIS (BMI-adaptive),30.0,2.0,8.0,12.406962897387531,12.358475478844241,0.04848741854329042,95.58642156287789,95.85570076734597,0.2692792044680772,6.0667106943875035
3-layer SIM (universal),30.0,2.0,8.0,12.406962897387531,12.361075883676099,0.045887013711432445,95.58642156287789,95.6439948056909,0.057573242813006686,9.59130454571208
3-layer SIM (BMI-adaptive),30.0,2.0,8.0,12.406962897387531,12.360867009145762,0.046095888241769245,95.58642156287789,95.6075738046268,0.02115224174890784,9.949684035977574
No intelligent surface,30.0,3.0,8.0,21.468413552206002,7.139830183202182,14.32858336900382,71.34411402301953,68.11145005949467,3.232663963524857,-10.077680122943386
Digital MVDR array (BMI-adaptive),30.0,3.0,8.0,21.468413552206002,21.42704307160219,0.04137048060381332,71.34411402301953,71.4057586474817,0.06164462446217556,9.87567536629162
1-layer RIS (BMI-adaptive),30.0,3.0,8.0,21.468413552206002,21.429083995744918,0.039329556461083826,71.34411402301953,71.45817216106038,0.1140581380408463,6.090510572526561
3-layer SIM (universal),30.0,3.0,8.0,21.468413552206002,21.42926132561722,0.039152226588782923,71.34411402301953,71.41303410597031,0.06892008295078256,9.300521578758309
3-layer SIM (BMI-adaptive),30.0,3.0,8.0,21.468413552206002,21.427156152451253,0.04125739975474829,71.34411402301953,71.45983456898898,0.11572054596945236,9.760211298541922
No intelligent surface,30.0,4.0,8.0,20.482862552442906,6.382522947224861,14.100339605218046,76.18966072166481,55.50910632345673,20.68055439820808,-10.07698589727497
Digital MVDR array (BMI-adaptive),30.0,4.0,8.0,20.482862552442906,20.43667073146434,0.04619182097856722,76.18966072166481,76.16707405370273,0.022586667962073648,10.17126753339374
1-layer RIS (BMI-adaptive),30.0,4.0,8.0,20.482862552442906,20.43776546314239,0.04509708930051559,76.18966072166481,76.1031234103587,0.08653731130610254,6.14103674898781
3-layer SIM (universal),30.0,4.0,8.0,20.482862552442906,20.436203272806285,0.04665927963662142,76.18966072166481,76.24465435480725,0.054993633142444764,9.816243596308706
3-layer SIM (BMI-adaptive),30.0,4.0,8.0,20.482862552442906,20.437260170871554,0.04560238157135288,76.18966072166481,76.2498774580676,0.06021673640279346,10.177111067026367
No intelligent surface,30.0,5.0,8.0,19.551757526634606,5.097592624172664,14.454164902461942,66.07793010798214,54.359585119985304,11.718344987996836,-10.077410914774019
Digital MVDR array (BMI-adaptive),30.0,5.0,8.0,19.551757526634606,19.50500526355878,0.04675226307582747,66.07793010798214,66.08160103034363,0.003670922361493467,9.7795541254201
1-layer RIS (BMI-adaptive),30.0,5.0,8.0,19.551757526634606,19.50621622465443,0.04554130198017603,66.07793010798214,66.08983350335048,0.011903395368335623,6.000155851442802
3-layer SIM (universal),30.0,5.0,8.0,19.551757526634606,19.501962242822266,0.04979528381234033,66.07793010798214,66.07383185339667,0.00409825458547175,9.288848999989117
3-layer SIM (BMI-adaptive),30.0,5.0,8.0,19.551757526634606,19.501330206165804,0.050427320468802606,66.07793010798214,66.06774577765951,0.01018433032263033,9.71596172451989
No intelligent surface,30.0,6.0,8.0,13.760821754114778,13.782789543702084,0.02196778958730583,92.06487692300998,62.526411740204374,29.538465182805602,-10.076624262517358
Digital MVDR array (BMI-adaptive),30.0,6.0,8.0,13.760821754114778,13.712490202643274,0.04833155147150414,92.06487692300998,92.01850022579873,0.04637669721124382,9.46252080809069
1-layer RIS (BMI-adaptive),30.0,6.0,8.0,13.760821754114778,13.70981851038442,0.05100324373035825,92.06487692300998,92.06576067672393,0.0008837537139498863,5.528951317379061
3-layer SIM (universal),30.0,6.0,8.0,13.760821754114778,13.715268879685187,0.04555287442959077,92.06487692300998,92.05743052580144,0.007446397208539679,9.307443218378872
3-layer SIM (BMI-adaptive),30.0,6.0,8.0,13.760821754114778,13.716685895500357,0.04413585861442115,92.06487692300998,92.08614702534862,0.021270102338647234,9.57637170556608
No intelligent surface,30.0,7.0,8.0,21.449512148439986,0.9226200029594445,20.52689214548054,71.14337651443914,48.53256284258668,22.610813671852462,-10.077770501961814
Digital MVDR array (BMI-adaptive),30.0,7.0,8.0,21.449512148439986,21.402736711524152,0.046775436915833524,71.14337651443914,71.09478364807791,0.04859286636123272,9.690136344842404
1-layer RIS (BMI-adaptive),30.0,7.0,8.0,21.449512148439986,21.40227660612456,0.047235542315426926,71.14337651443914,71.07439553368587,0.06898098075326686,5.9691138106676345
3-layer SIM (universal),30.0,7.0,8.0,21.449512148439986,21.40125805453532,0.04825409390466717,71.14337651443914,71.11990945863306,0.023467055806079884,9.088305453823086
3-layer SIM (BMI-adaptive),30.0,7.0,8.0,21.449512148439986,21.400534226131228,0.04897792230875808,71.14337651443914,71.10182834508365,0.04154816935549377,9.571585824936905
No intelligent surface,30.0,8.0,8.0,16.12614896270867,14.986044951383203,1.140104011325466,71.59700166244792,65.63320622552894,5.963795436918986,-10.077380156639503
Digital MVDR array (BMI-adaptive),30.0,8.0,8.0,16.12614896270867,16.081761140017672,0.044387822690996614,71.59700166244792,71.68494431634853,0.08794265390061184,9.746398479137994
1-layer RIS (BMI-adaptive),30.0,8.0,8.0,16.12614896270867,16.08273442560688,0.04341453710178911,71.59700166244792,71.70263172383979,0.1056300613918637,5.97207329842138
3-layer SIM (universal),30.0,8.0,8.0,16.12614896270867,16.082504893484938,0.04364406922373121,71.59700166244792,71.66542066413116,0.06841900168323889,9.267349406890254
3-layer SIM (BMI-adaptive),30.0,8.0,8.0,16.12614896270867,16.081284682768803,0.044864279939865526,71.59700166244792,71.62247602922803,0.025474366780102287,9.690619768492768
No intelligent surface,30.0,9.0,8.0,20.88777932447427,6.631840879804376,14.255938444669894,79.21148225693433,68.95700704460212,10.25447521233221,-10.07767766522604
Digital MVDR array (BMI-adaptive),30.0,9.0,8.0,20.88777932447427,20.83974515801622,0.04803416645804859,79.21148225693433,79.28266268538866,0.07118042845432626,10.139429893500251
1-layer RIS (BMI-adaptive),30.0,9.0,8.0,20.88777932447427,20.83981222146035,0.04796710301392082,79.21148225693433,79.3033762937637,0.09189403682937325,6.251245762275576
3-layer SIM (universal),30.0,9.0,8.0,20.88777932447427,20.838368590289807,0.04941073418446251,79.21148225693433,79.19563826451106,0.015843992423270947,9.572940892030989
3-layer SIM (BMI-adaptive),30.0,9.0,8.0,20.88777932447427,20.838886538906127,0.04889278556814247,79.21148225693433,79.16850116206558,0.04298109486875035,10.015014563849846
No intelligent surface,34.0,0.0,8.0,22.716799425642268,12.161875814529566,10.554923611112702,67.34157018035957,57.23307439333007,10.108495787029497,-11.663822638257725
Digital MVDR array (BMI-adaptive),34.0,0.0,8.0,22.716799425642268,22.67011765781176,0.04668176783050981,67.34157018035957,67.27645658870259,0.06511359165698138,11.725327117438624
1-layer RIS (BMI-adaptive),34.0,0.0,8.0,22.716799425642268,22.6711698480462,0.045629577596066895,67.34157018035957,67.26793167222695,0.07363850813261763,7.70162780131364
3-layer SIM (universal),34.0,0.0,8.0,22.716799425642268,22.670836529380463,0.0459628962618055,67.34157018035957,67.30374487815367,0.037825302205902744,11.08948453845798
3-layer SIM (BMI-adaptive),34.0,0.0,8.0,22.716799425642268,22.671335604704574,0.04546382093769452,67.34157018035957,67.38723081710577,0.045660636746205796,11.715839800605536
No intelligent surface,34.0,1.0,8.0,11.369361496262783,7.459272155472152,3.9100893407906314,74.5236852806805,68.12696433750138,6.396720943179119,-11.663830685469701
Digital MVDR array (BMI-adaptive),34.0,1.0,8.0,11.369361496262783,11.323590038767872,0.045771457494911516,74.5236852806805,74.66636010596963,0.14267482528913433,11.698075640806323
1-layer RIS (BMI-adaptive),34.0,1.0,8.0,11.369361496262783,11.325794269444934,0.0435672268178493,74.5236852806805,74.736072234772,0.21238695409149955,7.68931537338001
3-layer SIM (universal),34.0,1.0,8.0,11.369361496262783,11.32437296996336,0.044988526299423626,74.5236852806805,74.65299736743884,0.12931208675834682,11.054212996728667
3-layer SIM (BMI-adaptive),34.0,1.0,8.0,11.369361496262783,11.32643602170637,0.042925474556414045,74.5236852806805,74.56676445445332,0.04307917377282422,11.693134985472241
No intelligent surface,34.0,2.0,8.0,22.55567485319779,9.41934230075914,13.136332552438649,76.70852768814558,77.67074262786046,0.9622149397148831,-11.663699165820107
Digital MVDR array (BMI-adaptive),34.0,2.0,8.0,22.55567485319779,22.512049279288657,0.04362557390913224,76.70852768814558,76.75482338335728,0.04629569521169685,11.673183139559205
1-layer RIS (BMI-adaptive),34.0,2.0,8.0,22.55567485319779,22.512562652512596,0.043112200685193613,76.70852768814558,76.77865906827705,0.07013138013147113,7.540493260890041
3-layer SIM (universal),34.0,2.0,8.0,22.55567485319779,22.508619382165186,0.047055471032603435,76.70852768814558,76.72239352595979,0.013865837814208248,11.161191012937559
3-layer SIM (BMI-adaptive),34.0,2.0,8.0,22.55567485319779,22.507671883288662,0.04800296990912756,76.70852768814558,76.66151628384358,0.04701140430199757,11.614146995765886
No intelligent surface,34.0,3.0,8.0,21.27273075464637,3.4844959830739666,17.788234771572405,67.39697028853722,47.03055201057286,20.366418277964357,-11.6637388219497
Digital MVDR array (BMI-adaptive),34.0,3.0,8.0,21.27273075464637,21.22433888773118,0.048391866915192594,67.39697028853722,67.52977184535436,0.13280155681714234,10.865930124796552
1-layer RIS (BMI-adaptive),34.0,3.0,8.0,21.27273075464637,21.224711991913505,0.048018762732866094,67.39697028853722,67.57653617905538,0.17956589051816252,6.932382903502914
3-layer SIM (universal),34.0,3.0,8.0,21.27273075464637,21.229170891960564,0.04355986268580736,67.39697028853722,67.55643886316042,0.15946857462320452,10.410171282102205
3-layer SIM (BMI-adaptive),34.0,3.0,8.0,21.27273075464637,21.229675287045996,0.04305546760037515,67.39697028853722,67.47369936354256,0.0767290750053462,10.826716800456165
No intelligent surface,34.0,4.0,8.0,22.95812670172821,13.715665685454928,9.242461016273284,59.87074185209833,63.58752213672404,3.716780284625713,-11.663630662959674
Digital MVDR array (BMI-adaptive),34.0,4.0,8.0,22.95812670172821,22.908158408778178,0.0499682929500338,59.87074185209833,59.87007962881575,0.0006622232825748142,11.727708227576613
1-layer RIS (BMI-adaptive),34.0,4.0,8.0,22.95812670172821,22.908218894840452,0.04990780688775942,59.87074185209833,59.83298556332652,0.03775628877180992,7.5945236238815745
3-layer SIM (universal),34.0,4.0,8.0,22.95812670172821,22.91177697645206,0.04634972527615133,59.87074185209833,59.84458406677768,0.02615778532064894,11.170996989419184
3-layer SIM (BMI-adaptive),34.0,4.0,8.0,22.95812670172821,22.91456952214601,0.0435571795822014,59.87074185209833,59.841018752781395,0.029723099316932178,11.667187633087565
No intelligent surface,34.0,5.0,8.0,10.991904997979931,7.493926475501968,3.497978522477964,67.17233495734078,50.7573916966718,16.414943260668977,-11.663791551224602
Digital MVDR array (BMI-adaptive),34.0,5.0,8.0,10.991904997979931,10.93853654738577,0.05336845059416184,67.17233495734078,67.22943426783077,0.0570993104899884,11.218205456107933
1-layer RIS (BMI-adaptive),34.0,5.0,8.0,10.991904997979931,10.936104575368525,0.05580042261140683,67.17233495734078,67.32850684838094,0.1561718910401595,7.23292028327701
3-layer SIM (universal),34.0,5.0,8.0,10.991904997979931,10.944073055457759,0.04783194252217271,67.17233495734078,67.18817900282353,0.015844045482751312,10.719377260848194
3-layer SIM (BMI-adaptive),34.0,5.0,8.0,10.991904997979931,10.949311342887741,0.042593655092190374,67.17233495734078,67.24574303523684,0.07340807789606174,11.184720618585304
No intelligent surface,34.0,6.0,8.0,22.26849265143075,21.827798231200827,0.44069442022992433,93.1494676305784,71.53616494552215,21.613302685056254,-11.663708708251262
Digital MVDR array (BMI-adaptive),34.0,6.0,8.0,22.26849265143075,22.22257245623003,0.04592019520072199,93.1494676305784,93.11278320524104,0.03668442533735572,11.483179827574766
1-layer RIS (BMI-adaptive),34.0,6.0,8.0,22.26849265143075,22.222942217048026,0.04555043438272577,93.1494676305784,93.09611542872412,0.053352201854281134,7.383136659689111
3-layer SIM (universal),34.0,6.0,8.0,22.26849265143075,22.22110541782709,0.04738723360366137,93.1494676305784,93.14185049792711,0.0076171326512906035,11.002989505518542
3-layer SIM (BMI-adaptive),34.0,6.0,8.0,22.26849265143075,22.220137026695483,0.048355624735268776,93.1494676305784,93.18697010778955,0.037502477211148744,11.424583730190172
No intelligent surface,34.0,7.0,8.0,18.549843418487907,5.995316646529772,12.554526771958134,79.46282092464934,51.40173469985962,28.06108622478972,-11.663704251463615
Digital MVDR array (BMI-adaptive),34.0,7.0,8.0,18.549843418487907,18.505435403101686,0.04440801538622097,79.46282092464934,79.55928242531843,0.09646150066909343,11.736849872988675
1-layer RIS (BMI-adaptive),34.0,7.0,8.0,18.549843418487907,18.50459695698245,0.04524646150545664,79.46282092464934,79.66753237076838,0.2047114461190489,7.6065399462158165
3-layer SIM (universal),34.0,7.0,8.0,18.549843418487907,18.502100429536526,0.04774298895138074,79.46282092464934,79.57658169448429,0.11376076983495409,11.19995064083973
3-layer SIM (BMI-adaptive),34.0,7.0,8.0,18.549843418487907,18.50080330871643,0.049040109771475215,79.46282092464934,79.53309130572207,0.07027038107273142,11.682212749369885
No intelligent surface,34.0,8.0,8.0,16.729984135723573,8.624426019133018,8.105558116590554,96.44041746907035,76.95259561308798,19.487821855982375,-11.663793855891026
Digital MVDR array (BMI-adaptive),34.0,8.0,8.0,16.729984135723573,16.684255657016543,0.04572847870703001,96.44041746907035,96.43256819806001,0.007849271010343273,10.826383006601317
1-layer RIS (BMI-adaptive),34.0,8.0,8.0,16.729984135723573,16.68596130529378,0.04402283042979249,96.44041746907035,96.42219707100946,0.018220398060890375,7.124480874379574
3-layer SIM (universal),34.0,8.0,8.0,16.729984135723573,16.684305807978237,0.04567832774533542,96.44041746907035,96.43960393286953,0.0008135362008232505,10.077574821250511
3-layer SIM (BMI-adaptive),34.0,8.0,8.0,16.729984135723573,16.68323820235147,0.04674593337210453,96.44041746907035,96.42783873217284,0.012578736897509657,10.878939504024492
No intelligent surface,34.0,9.0,8.0,13.5939433342142,6.356112725067863,7.237830609146338,63.54260206456321,51.2124342577326,12.330167806830609,-11.663562149944234
Digital MVDR array (BMI-adaptive),34.0,9.0,8.0,13.5939433342142,13.547085189662518,0.04685814455168291,63.54260206456321,63.577524700319415,0.034922635756203135,11.009335893306964
1-layer RIS (BMI-adaptive),34.0,9.0,8.0,13.5939433342142,13.545944839189486,0.047998495024714316,63.54260206456321,63.6330133418615,0.09041127729828702,6.936369968626519
3-layer SIM (universal),34.0,9.0,8.0,13.5939433342142,13.545520080605344,0.04842325360885624,63.54260206456321,63.55592450455687,0.013322439993658008,10.605408787435742
3-layer SIM (BMI-adaptive),34.0,9.0,8.0,13.5939433342142,13.544820383392722,0.049122950821478994,63.54260206456321,63.545107982709126,0.0025059181459141655,10.929913990117573
No intelligent surface,38.0,0.0,8.0,23.49830660014284,28.200805735397413,4.702499135254573,76.11351813490668,82.85554318802434,6.742025053117658,-13.76016708832182
Digital MVDR array (BMI-adaptive),38.0,0.0,8.0,23.49830660014284,23.447410555157408,0.0508960449854321,76.11351813490668,76.08993354764036,0.023584587266327617,12.530718866957027
1-layer RIS (BMI-adaptive),38.0,0.0,8.0,23.49830660014284,23.44681482195131,0.05149177819152939,76.11351813490668,76.07226828763822,0.04124984726846037,8.412635477794394
3-layer SIM (universal),38.0,0.0,8.0,23.49830660014284,23.449266491968427,0.04904010817441318,76.11351813490668,76.08466914950884,0.028848985397843308,11.500813365354173
3-layer SIM (BMI-adaptive),38.0,0.0,8.0,23.49830660014284,23.45169446910484,0.04661213103799966,76.11351813490668,76.08762514100275,0.025892993903937622,12.515803292565042
No intelligent surface,38.0,1.0,8.0,24.403402282884354,9.187874536336496,15.215527746547858,65.93688311734017,62.26153840727343,3.675344710066746,-13.75811392149371
Digital MVDR array (BMI-adaptive),38.0,1.0,8.0,24.403402282884354,24.359456036500408,0.043946246383946175,65.93688311734017,65.9071739566614,0.02970916067877738,12.430977384853783
1-layer RIS (BMI-adaptive),38.0,1.0,8.0,24.403402282884354,24.355549900654133,0.04785238223022148,65.93688311734017,65.87692015145265,0.05996296588752159,8.309313731790413
3-layer SIM (universal),38.0,1.0,8.0,24.403402282884354,24.35300364156699,0.050398641317364934,65.93688311734017,65.91170571857077,0.02517739876940084,10.914446240519165
3-layer SIM (BMI-adaptive),38.0,1.0,8.0,24.403402282884354,24.352118961786378,0.0512833210979764,65.93688311734017,65.9471073999984,0.01022428265822839,12.343241654342272
No intelligent surface,38.0,2.0,8.0,13.254812066461414,10.46413298338099,2.7906790830804233,68.02803275512323,54.059855899640205,13.96817685548303,-13.760334474445852
Digital MVDR array (BMI-adaptive),38.0,2.0,8.0,13.254812066461414,13.205688193639832,0.049123872821581926,68.02803275512323,68.13688910164242,0.10885634651918963,12.449907404664105
1-layer RIS (BMI-adaptive),38.0,2.0,8.0,13.254812066461414,13.20657805206722,0.04823401439419328,68.02803275512323,68.19275091675655,0.1647181616333171,8.324784369641677
3-layer SIM (universal),38.0,2.0,8.0,13.254812066461414,13.209492281079681,0.0453197853817322,68.02803275512323,68.058776340291,0.030743585167769538,11.406449192501233
3-layer SIM (BMI-adaptive),38.0,2.0,8.0,13.254812066461414,13.209417187695768,0.045394878765645075,68.02803275512323,68.05267828964028,0.024645534517048873,12.414307230390449
No intelligent surface,38.0,3.0,8.0,14.151100995158489,6.854120628687424,7.296980366471065,70.81997297197843,74.4248516508184,3.6048786788399667,-13.758227658298473
Digital MVDR array (BMI-adaptive),38.0,3.0,8.0,14.151100995158489,14.106849788309036,0.044251206849452274,70.81997297197843,70.7947796085713,0.025193363407126412,12.414906305120885
1-layer RIS (BMI-adaptive),38.0,3.0,8.0,14.151100995158489,14.103795104009633,0.04730589114885575,70.81997297197843,70.71266996610441,0.10730300587401587,8.293489912681803
3-layer SIM (universal),38.0,3.0,8.0,14.151100995158489,14.099367683762738,0.05173331139575055,70.81997297197843,70.69236274227703,0.12761022970140345,10.90950132687495
3-layer SIM (BMI-adaptive),38.0,3.0,8.0,14.151100995158489,14.099400954431351,0.05170004072713752,70.81997297197843,70.74095622172047,0.07901675025796351,12.324618425492826
No intelligent surface,38.0,4.0,8.0,14.871166402379313,11.350881975792776,3.520284426586537,60.87924626668498,47.006962978146156,13.872283288538824,-13.759698329179482
Digital MVDR array (BMI-adaptive),38.0,4.0,8.0,14.871166402379313,14.819478692330344,0.05168771004896833,60.87924626668498,60.967789357643,0.08854309095801938,12.50280987042559
1-layer RIS (BMI-adaptive),38.0,4.0,8.0,14.871166402379313,14.816824429295412,0.05434197308390054,60.87924626668498,61.038709690332055,0.15946342364707533,8.379357822017587
3-layer SIM (universal),38.0,4.0,8.0,14.871166402379313,14.822203553802325,0.04896284857698774,60.87924626668498,60.953722066117535,0.07447579943255533,11.293285410171778
3-layer SIM (BMI-adaptive),38.0,4.0,8.0,14.871166402379313,14.82372229473569,0.0474441076436225,60.87924626668498,60.91580327695607,0.03655701027108904,12.453959201897817
No intelligent surface,38.0,5.0,8.0,17.38677103613235,4.313505539856954,13.073265496275397,95.0557082566286,61.63149148928006,33.42421676734855,-13.760019924045787
Digital MVDR array (BMI-adaptive),38.0,5.0,8.0,17.38677103613235,17.34011824025586,0.046652795876493514,95.0557082566286,95.05382676643353,0.0018814901950747753,12.50168453191952
1-layer RIS (BMI-adaptive),38.0,5.0,8.0,17.38677103613235,17.3372457932801,0.04952524285225124,95.0557082566286,94.97634316519182,0.0793650914367845,8.377912669158734
3-layer SIM (universal),38.0,5.0,8.0,17.38677103613235,17.336102008267133,0.05066902786521865,95.0557082566286,94.99986032807864,0.055847928549965786,11.375190347562857
3-layer SIM (BMI-adaptive),38.0,5.0,8.0,17.38677103613235,17.336209723113303,0.05056131301904898,95.0557082566286,94.98655550650572,0.06915275012288191,12.463111969425803
No intelligent surface,38.0,6.0,8.0,13.75979783538263,6.675388137273124,7.084409698109505,65.20951293820782,65.30405074018483,0.09453780197701178,-13.760080938243357
Digital MVDR array (BMI-adaptive),38.0,6.0,8.0,13.75979783538263,13.713648900891016,0.0461489344916135,65.20951293820782,65.15572471073648,0.05378822747134393,12.44152090762637
1-layer RIS (BMI-adaptive),38.0,6.0,8.0,13.75979783538263,13.713612572683262,0.04618526269936751,65.20951293820782,65.11551885450908,0.09399408369874607,8.346576006802225
3-layer SIM (universal),38.0,6.0,8.0,13.75979783538263,13.713631592679626,0.046166242703003846,65.20951293820782,65.1869256946895,0.022587243518316313,11.638073041027335
3-layer SIM (BMI-adaptive),38.0,6.0,8.0,13.75979783538263,13.71307492155609,0.046722913826538814,65.20951293820782,65.20680772707887,0.002705211128954943,12.4741822498574
No intelligent surface,38.0,7.0,8.0,20.667420516462975,-31.74955695727249,52.416977473735464,82.23632654267323,56.232987447466535,26.00333909520669,-13.7602586574379
Digital MVDR array (BMI-adaptive),38.0,7.0,8.0,20.667420516462975,20.616429030773467,0.050991485689507954,82.23632654267323,82.35946336494754,0.12313682227431855,12.298515977832514
1-layer RIS (BMI-adaptive),38.0,7.0,8.0,20.667420516462975,20.6185330216399,0.04888749482307375,82.23632654267323,82.55887526774744,0.3225487250742134,8.18257199256718
3-layer SIM (universal),38.0,7.0,8.0,20.667420516462975,20.620749708534262,0.04667080792871303,82.23632654267323,82.37647880320847,0.14015226053524543,11.558786359317883
3-layer SIM (BMI-adaptive),38.0,7.0,8.0,20.667420516462975,20.62240198902181,0.04501852744116519,82.23632654267323,82.37588924841879,0.1395627057455613,12.313946720892073
No intelligent surface,38.0,8.0,8.0,13.17653194945548,4.762341475081748,8.414190474373733,82.42668758413214,61.61583464953425,20.81085293459789,-13.758889649825978
Digital MVDR array (BMI-adaptive),38.0,8.0,8.0,13.17653194945548,13.131776460984579,0.04475548847090138,82.42668758413214,82.4779573284292,0.051269744297059106,12.443572813229018
1-layer RIS (BMI-adaptive),38.0,8.0,8.0,13.17653194945548,13.133118983048897,0.04341296640658321,82.42668758413214,82.51286934694747,0.08618176281532897,8.321188530762397
3-layer SIM (universal),38.0,8.0,8.0,13.17653194945548,13.13171547548571,0.044816473969770954,82.42668758413214,82.47218684578303,0.04549926165088891,11.053312835060119
3-layer SIM (BMI-adaptive),38.0,8.0,8.0,13.17653194945548,13.130266979676007,0.046264969779473475,82.42668758413214,82.46479510516315,0.03810752103100867,12.366385427889483
No intelligent surface,38.0,9.0,8.0,17.52221202082293,6.318292263017844,11.203919757805085,74.89004632936718,48.014846366480604,26.875199962886576,-13.760039862051311
Digital MVDR array (BMI-adaptive),38.0,9.0,8.0,17.52221202082293,17.47523507908925,0.046976941733682054,74.89004632936718,74.87641123415497,0.013635095212208626,12.479395501867208
1-layer RIS (BMI-adaptive),38.0,9.0,8.0,17.52221202082293,17.472080984978938,0.05013103584399303,74.89004632936718,74.82518996933588,0.06485636003129969,8.354834111748916
3-layer SIM (universal),38.0,9.0,8.0,17.52221202082293,17.471853454441295,0.05035856638163594,74.89004632936718,74.83923156477367,0.050814764593511086,11.34627959572498
3-layer SIM (BMI-adaptive),38.0,9.0,8.0,17.52221202082293,17.471767321366507,0.05044469945642405,74.89004632936718,74.85252723938085,0.03751908998633269,12.435478971917346
